Provincia.string()	Municipio.string()	Dirección.string()	Margen.string()	Toma de datos.string()	Precio.double()	Rótulo.string()	Tipo venta.string()	Rem.string()	Horario.string()
BADAJOZ	OLIVENZA                 	CARRETERA EXT 105 KM. 141,4	I	21/12/2016 16:00	1.139	IBERDOEX	P	dm	L-D: 07:00-22:00
BADAJOZ	ALMENDRALEJO             	CARRETERA GIJÓN-SEVILLA KM. 38	D	19/12/2016 11:10	1.139	LOW COST LOS POZUELOS	P	dm	L-D: 24H
VALLADOLID	MEDINA DEL CAMPO         	CRTA.PEÑARANDA S/N - C.C. CAPRABO	N	21/12/2016 12:10	1.139	SARAS ENERGIA	P	OM	L-D: 24H
MÁLAGA	VELEZ-MALAGA             	AVENIDA JUAN CARLOS I, S/N	N	21/12/2016 08:10	1.139	EROSKI	P	dm	L-D: 24H
BADAJOZ	QUINTANA DE LA SERENA    	CTRA. BA-624 km 30,49	I	20/12/2016 12:54	1.139	IBERDOEX	P	dm	L-D: 07:00-23:00
ÁLAVA	VITORIA-GASTEIZ          	CALLE REYES CATOLICOS, 2	N	15/12/2016 00:00	1.139	ESASA	P	dm	L: 07:00-23:00
LLEIDA	LLEIDA	PARTIDA CTRA NACIONL II, N	I	20/12/2016 12:35	1.139	PETRONIEVES	P	dm	L-D: 24H
MÁLAGA	BENAOJAN                 	CALLE ZONA DE LA VEGA, S/N	I	21/12/2016 08:20	1.139	AVIA	P	dm	L-D: 07:30-21:00
MADRID	MADRID                   	CARRETERA N-III KM. 11,8	N	19/12/2016 21:16	1.139	GHC	P	dm	L-D: 24H
VIZCAYA	ZAMUDIO	BARRIO ARTEAGA, 17	N	20/12/2016 00:27	1.139	CEPSA	P	dm	L-D: 24H
LLEIDA	MAIALS                   	CARRETERA C45 - CTRA. MAIALS A SERÒS KM. 	I	19/12/2016 11:04	1.139	COOPERATIVA MAIALS	P	dm	L-D: 24H
MURCIA	SAN PEDRO DEL PINATAR    	AVENIDA DOCTOR ARTERO GUIRAO, 2	D	19/12/2016 12:58	1.139	HERMANOS NAVARRO	P	dm	L-D: 06:00-22:00
GIRONA	BANYOLES                 	CRTA. C-150 km 16,700	D	19/12/2016 21:10	1.139	POSTE DE MATA	P	dm	L-D: 24H
BARCELONA	MOIA                     	AVINGUDA ZONA INDUSTRIAL, S/N	N	19/12/2016 19:22	1.139	AREA DIESEL	P	dm	L-D: 24H
TARRAGONA	HOSPITALET DE L'INFANT   	CR. CN-340 km 1121,8	D	20/12/2016 19:48	1.139	ALAS	P	dm	L-D: 24H
NAVARRA	ZIORDIA                  	CTRA. A-1 km 391	N	21/12/2016 15:00	1.139	GALP	P	OM	L-D: 24H
MURCIA	MULA                     	AUTOVIA DEL NOROESTE KM. 17	I	09/12/2016 11:57	1.139	TANAMIL	P	dm	L-D: 06:00-22:30
LEÓN	VALENCIA DE DON JUAN     	POLIGONO EL TESORO, S/N	D	19/12/2016 09:26	1.139	EL TESORO	P	dm	L: 08:00-09:30
CASTELLÓN / CASTELLÓ	CASTELLON DE LA PLANA    	AVENIDA HERMANOS BOU, 152	N	19/12/2016 12:14	1.139	BDMED	P	dm	L-D: 24H
PALENCIA	GUARDO                   	POLIGONO CAMPONDON, 71	N	20/12/2016 11:37	1.139	COBASGUAR 	P	dm	L-V: 09:30-13:45 y 15:00-19:00; S: 10:00-14:00
TARRAGONA	CONSTANTI                	POLIGONO CONSTANTI - AVD.EUROPA, 5	D	20/12/2016 19:55	1.139	ALAS	P	dm	L-D: 24H
GUIPÚZCOA	ARROA-BEKOA              	POLIGONO SANSINENEA ERREKA, 14	N	19/12/2016 15:01	1.139	AVIA	P	dm	L-V: 08:30-20:00; S: 09:00-14:00
MURCIA	CIEZA                    	POLIGONO LOS PRADOS, 6	N	19/12/2016 21:46	1.139	SERMUCO	P	dm	L-D: 24H
BARCELONA	MOLINS DE REI            	CARRER EL PLA, 3	D	21/12/2016 13:05	1.139	BALLENOIL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	LLIRIA                   	POLIGONO PLA DE RASCANYA, 12	N	20/12/2016 17:17	1.139	BENZINERA VIDAGANY	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	PATERNA                  	POLIGONO P.IND L'ANDANA; C/ NUEVAS TECNOLOGIAS, 4	D	21/12/2016 12:11	1.139	BZ ESTACION DE SERVICIO	P	dm	L-D: 24H
CASTELLÓN / CASTELLÓ	CASTELLON DE LA PLANA    	AVENIDA EUROPA ESQ. C/ BÉLGICA, 138	D	19/12/2016 12:11	1.139	BDMED	P	dm	L-D: 24H
ZARAGOZA	ALAGON                   	AVENIDA LA JAREA, 66	D	21/12/2016 00:00	1.139	OCHOA LORES (LA JAREA)	P	dm	L-D: 24H
CASTELLÓN / CASTELLÓ	CASTELLON DE LA PLANA    	CARRETERA N- 340 KM. 66,7	D	19/12/2016 13:25	1.139	TECNOIL CASTELLON	P	dm	L-D: 24H
BARCELONA	PRAT DE LLOBREGAT (EL)   	CARRETERA CA L'ALAIO KM. 3	D	19/12/2016 13:15	1.139	PETROLOWCOST	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	VILAMARXANT              	POLIGONO ENCHILAGAR DEL RULLO, CALLE 12,, 9	N	20/12/2016 17:18	1.139	BENZINERA VILAMARXANT	P	dm	L-D: 24H
BARCELONA	GARRIGA (LA)             	CARRER RIPOLLES, 4	D	19/12/2016 11:11	1.139	GASOIL 3B	P	dm	L-D: 24H
GIRONA	BEGUR                    	CALLE DELS SALINCS, 11	D	12/12/2016 19:11	1.139	ANEU OIL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	MUSEROS                  	AVENIDA BARCELONA, 49	N	19/12/2016 10:34	1.139	SLH LOW-COST MUSEROS	P	dm	L-D: 24H
BADAJOZ	CAMPANARIO               	CARRETERA EX-104 VILLANUEVA DE LA SERENA-ANDUJAR KM. 19	D	13/12/2016 09:06	1.139	LAENCINA SODAD COOP LIMITADA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	MASIA DEL JUEZ           	CALLE MAUROS, 8	D	15/12/2016 18:07	1.139	RED GASOLMED	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	TORRENT                  	CARRETERA MAS DEL JUTGE KM. 21	I	19/12/2016 12:57	1.139	FENIX GESTION	P	dm	L-D: 24H
LEÓN	VILLAGER DE LACIANA      	CALLE SAN LORENZO PI-VI  EN  VILLABLINO, 2	D	19/12/2016 16:34	1.139	VILLAGER	P	dm	L-D: 24H
MADRID	ALCORCON                 	CALLE PARAGUAY ESQUINA AVENIDA DE AMERICA, SN	N	19/12/2016 14:00	1.139	PETROPRIX	P	dm	L-D: 24H
BADAJOZ	OLIVENZA                 	CARRETERA EX-107 KM. 23,4	D	19/12/2016 13:08	1.139	M&D	P	dm	L-D: 24H
SEVILLA	CARMONA                  	POLIGONO DE BRENES CALLE H, 52	N	21/12/2016 13:05	1.139	BALLENOIL	P	dm	L-D: 24H
MADRID	ARGANDA                  	AVENIDA MADRID (DE), SN	D	19/12/2016 14:00	1.139	PETROPRIX	P	dm	L-D: 24H
TARRAGONA	VILA-SECA                	CALLE FRANQUESES (DE LES), 12	D	20/12/2016 19:58	1.139	ALAS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	QUART DE POBLET          	AVENIDA DE LA SALETA S/N, 1	D	12/12/2016 19:25	1.139	TECNOIL	P	dm	L-D: 24H
CASTELLÓN / CASTELLÓ	VALL D'UIXO (LA)         	AVINGUDA EUROPA, 15	D	19/12/2016 13:19	1.139	GASEXPRESS	P	dm	L-D: 24H
BADAJOZ	BADAJOZ                  	CALLE CORTE DE PELEAS, 114	D	20/12/2016 12:02	1.139	IBERDOEX	P	dm	L-D: 24H
BARCELONA	SANT BOI DE LLOBREGAT    	AVENIDA MARINA DE, 14	D	21/12/2016 13:05	1.139	BALLENOIL	P	dm	L-D: 24H
SEGOVIA	CANTALEJO                	CALLE CTRA. ARANDA, 4	D	20/12/2016 12:58	1.139	G CANTALEJO	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALGEMESI                 	CALLE RONDA DEL CALVARI, 73	D	19/12/2016 10:50	1.139	OIL CITY	P	dm	L-D: 24H
SEGOVIA	CANTALEJO                	CALLEJA, CALLEJÓN HOSPITAL, 7	D	20/12/2016 09:45	1.139	BEROIL	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALBAL                    	CALLE OCHO, 7	D	19/12/2016 18:56	1.139	PEMAX LEVANTE	P	dm	L-D: 24H
TARRAGONA	VILA-SECA                	CARRER JOSEP CARNER, S/N	D	19/12/2016 13:58	1.139	MKTOIL 	P	dm	L-D: 24H
MADRID	ALCORCON                 	CALLE ALPEDRETE, 12	D	19/12/2016 11:21	1.139	BENZOE	A	dm	L-V: 08:00-20:00; S: 09:00-14:00
MÁLAGA	RONDA                    	CALLE GENAL, 31	N	21/12/2016 13:30	1.139	SHELL	P	OM	L-D: 24H
CÓRDOBA	BAENA                    	AVENIDA ALEMANIA, 1	D	20/12/2016 13:16	1.139	GEDS	P	dm	L-D: 24H
HUELVA	CARTAYA                  	POLIGONO INDUSTRIAL LA ESTACION, 87	D	21/12/2016 13:05	1.139	BALLENOIL	P	dm	L-D: 24H
CÁDIZ	ARCOS DE LA FRONTERA     	CALLE SOLEÁ, 902	D	20/12/2016 10:07	1.139	REPOSTA ARCOS	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	MASSANASSA               	CARRER CAMI VELL DE L'AZAGADOR, 54	N	19/12/2016 13:00	1.139	BENZOIL	P	dm	L-D: 24H
MADRID	MADRID                   	CALLE CARRETERA VILLAVERDE A VALLECAS, 283	D	19/12/2016 12:40	1.139	PETROEUROPA	P	dm	L-D: 24H
ALICANTE	TORREVIEJA               	AVENIDA ROSA MAZÓN VALERO, SN	D	14/12/2016 07:00	1.139	E.LECLERC	P	dm	L-D: 24H
SEVILLA	MAIRENA DEL ALCOR        	CARRETERA A392 KM. 19,500	N	21/12/2016 09:27	1.139	AVIA	P	dm	L-D: 24H
ALICANTE	ALICANTE/ALACANT         	AVENIDA NOVELDA, 204	D	19/12/2016 12:51	1.139	GASEXPRESS	P	dm	L-D: 24H
ALICANTE	ELCHE/ELX                	CALLE ECUADOR, 8	D	21/12/2016 11:16	1.139	EL CANARI	P	dm	L-D: 24H
CANTABRIA	CASTRO URDIALES          	BARRIO BRAZOMAR, S/N	N	21/12/2016 11:10	1.139	EROSKI	P	dm	L-D: 24H
MADRID	RIVAS-VACIAMADRID        	CALLE CINCEL (DEL), 2	D	19/12/2016 14:00	1.139	PETROPRIX	P	dm	L-D: 24H
TOLEDO	LILLO                    	CARRETERA VILLA DE D. FADRIQUE KM. 13	N	20/12/2016 16:35	1.140	UNIDAD DE LILLO	R	dm	L-D: 24H
MÁLAGA	VILLANUEVA DE ALGAIDAS   	PARQUE EMPRESARIAL, PARCELA 38	N	19/12/2016 14:28	1.140	OLEOALGAIDAS	R	dm	L-D: 06:00-00:00
JAÉN	SANTO TOME               	CTRA. DE UBEDA, S/N (JV-3141 km 1.2)	D	19/12/2016 13:16	1.140	SCA SANTO TOMAS APOSTOL	R	dm	L-D: 07:00-22:00
GRANADA	BENALUA DE LAS VILLAS    	PUENTE DEL VENTORRO S/N	D	19/12/2016 10:27	1.140	SAN SEBASTIAN	R	dm	L-S: 08:00-21:00
CIUDAD REAL	VILLANUEVA LOS INFANTES  	CALLE GUARDIA CIVIL, S/N	D	20/12/2016 09:36	1.140	NTRA. SRA. ANTIGUA	P	dm	L-D: 24H
CIUDAD REAL	ALBALADEJO               	AVENIDA DE LA MANCHA, 21	N	19/12/2016 14:00	1.140	UNIÓN SANTIAGO Y SAN MIGUEL S. COOP. DE C-LM	R	dm	L-D: 24H
JAÉN	CASTILLO DE LOCUBIN      	LUGAR PARAJE LA MELOJA,  (JUNTO PGNO.INDUSTRIAL EL CEREZO), S/N	D	20/12/2016 09:35	1.140	RUEDAOLIVA	R	dm	L-S: 08:00-22:00
LLEIDA	ASPA                     	CARRETERA COGUL KM. S/N	N	20/12/2016 00:00	1.140	COOP.ASPA	P	dm	L-D: 24H
JAÉN	RUS                      	CARRETERA DEL MARMOL, S/N KILOMETRO 1.600 KM. S/N	I	19/12/2016 18:24	1.140	COOPERATIVA	R	dm	L-D: 08:00-20:00
CIUDAD REAL	TERRINCHES               	AVENIDA CONSTITUCION, S/N	D	21/12/2016 14:49	1.140	E.S.STO.DOMINGO DE GUZMAN	P	dm	L: 24H
VALENCIA / VALÈNCIA	PICANYA                  	CALLE CAMI FAITANAR, 6	D	17/12/2016 01:02	1.141	DIESELF	P	dm	L-D: 24H
BADAJOZ	MONTIJO                  	AVENIDA DE PUEBLA, 6	D	20/12/2016 19:39	1.141	PETROCAR	P	dm	L-D: 24H
TERUEL	PERALES DEL ALFAMBRA     	N-420 km 617.0	N	12/12/2016 09:43	1.142	GALP	P	dm	L-D: 24H
ZARAGOZA	PINA DE EBRO             	CARRETERA A1107 KM. 2,51	D	19/12/2016 15:26	1.142	COALFA	P	dm	L-V: 08:00-20:00; S: 08:00-13:00
ALMERÍA	ALMERIA                  	AVENIDA DEL MEDITERRANEO, S/N	N	21/12/2016 13:24	1.142	ALCAMPO	P	dm	L-D: 07:00-02:00
JAÉN	MANCHA REAL              	AVENIDA VISTA ALEGRE, 1	D	20/12/2016 19:18	1.142	S.C.A. SAN ISIDRO LABRADOR	R	dm	L-V: 07:00-20:00
BARCELONA	MOLINS DE REI            	AVDA. BARCELONA, 222 (N-340)	N	21/12/2016 14:39	1.143	OILPRIX	P	dm	L-D: 05:00-23:00
BARCELONA	HOSPITALET DE LLOBREGAT (L')	TRAVESIA INDUSTRIAL, 147	N	20/12/2016 18:22	1.143	OILPRIX	P	dm	L-D: 24H
TERUEL	CRETAS                   	CARRERA CARRETERA  COMARCAL, S/N	D	19/12/2016 13:24	1.143	COOP.CRETAS	P	dm	L-D: 24H
NAVARRA	PERALTA                  	AVENIDA SAN SILVESTRE, S/N	N	19/12/2016 10:29	1.143	A.N. ENERGETICOS, S.L	P	dm	L-D: 24H
ALICANTE	TORREVIEJA               	URBANIZACIÓN LA CEÑUELA, SN	N	21/12/2016 08:10	1.144	EROSKI	P	dm	L-D: 24H
TARRAGONA	TARRAGONA	CALLE COURE DEL  EN  TORREFORTA, 9	D	21/12/2016 11:41	1.144	EXOIL	P	dm	L-D: 24H
MADRID	SAN SEBASTIAN DE LOS REYES	AVENIDA FUENTE NUEVA, 18	D	19/12/2016 14:00	1.144	PETROPRIX	P	dm	L-D: 24H
VALLADOLID	TORDESILLAS              	CALLE GASPAR DE TORDESILLAS, 2	D	19/12/2016 10:05	1.144	EOIL	P	dm	L-D: 24H
ÁLAVA	POBES                    	ACCESO A2622, 0	N	19/12/2016 13:00	1.145	E.S. TOCALU S.L.	P	dm	L-D: 07:00-22:00
BARCELONA	SANTA MARIA DE CORCO     	CARRETERA VIC-OLOT KM. 15,70	D	19/12/2016 14:44	1.145	AREA CABRERÈS	P	dm	L-D: 24H
MADRID	ARANJUEZ                 	AVENIDA ANDALUCIA, 115	N	21/12/2016 07:32	1.145	CEPSA	P	dm	L-D: 24H
ALMERÍA	EJIDO (EL)               	CARRETERA DE ALMERIMAR KM. 3	D	19/12/2016 18:59	1.145	ES CAMPOEJIO LA CUMBRE	P	dm	L-D: 24H
HUELVA	LEPE                     	CTRA. LEPE-LA ANTILLA km 0,9	D	19/12/2016 20:02	1.145	SP	P	dm	L-D: 08:00-22:00
TERUEL	CALANDA                  	ALCOLEA-TARRAGONA S/N	D	20/12/2016 09:50	1.145	LA CALANDINA	P	dm	L-D: 24H
MÁLAGA	ANTEQUERA                	CARRETERA CORDOBA KM. 0,8	D	21/12/2016 12:25	1.145	SCA-N-331	R	dm	L-S: 08:00-20:00
CANTABRIA	SANTA CRUZ DE BEZANA     	AVENIDA SANTA CRUZ (LA), 34	D	21/12/2016 09:22	1.145	REPOSTA BEZANA	P	dm	L-D: 24H
ÁVILA	NAVALUENGA               	CARRETERA SAN JUAN KM. 1	D	20/12/2016 21:27	1.145	AUTOSERVICIO	P	dm	L-D: 07:30-23:00
BARCELONA	HOSPITALET DE LLOBREGAT (L')	CALLE CALLE COBALT, 190	D	21/12/2016 00:00	1.145	PETRO G24	P	dm	L-D: 24H
ALBACETE	ALPERA                   	BONETE, S/Nº	N	19/12/2016 09:13	1.146	COOPERATIVA SANTA CRUZ DE ALPERA	R	dm	L-D: 24H
CUENCA	VILLAGARCIA DEL LLANO    	EXTRARRADIO, S.N.	N	19/12/2016 10:32	1.146	IMPERIO SDAD. COOP. DE CLM	R	dm	L-D: 24H
HUESCA	BENABARRE                	POLIGONO INDUSTRIAL RIBAGORDA UA8-H1, S/N	N	19/12/2016 21:52	1.146	PREMIRA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	CARCAIXENT               	AVENIDA BOTICARI BODI (C.C. RIBERA DEL XUQUER), 28	N	21/12/2016 08:10	1.147	EROSKI	P	dm	L-S: 07:00-22:00; D: 09:00-22:00
BARCELONA	TERRASSA                 	AVENIDA MADRID, 15	N	21/12/2016 13:05	1.147	BALLENOIL	P	dm	L-D: 24H
BARCELONA	ESPLUGUES DE LLOBREGAT   	CALLE VIC, 12/14	D	21/12/2016 15:00	1.147	E.S. SORTIDA 13-DANFORD	P	OM	L-D: 24H
VALENCIA / VALÈNCIA	CARCAIXENT               	CALLE VICTOR OROVAL I TOMAS, 7	N	21/12/2016 13:05	1.147	BALLENOIL	P	dm	L-D: 24H
CANTABRIA	LOREDO                   	AVENIDA ZUÑEDA, 7	D	15/12/2016 07:00	1.148	E.S. TRINIDAD	P	dm	L-D: 07:00-23:00
GRANADA	GABIA GRANDE             	CALLE PROGRESO, 72	N	19/12/2016 11:31	1.148	 LAS GABIAS	P	dm	L-D: 06:30-23:30
VALENCIA / VALÈNCIA	SAGUNTO                  	AVENIDA DE LA VILA, SN	N	12/12/2016 20:03	1.148	 OCTAPLUS	P	dm	L-D: 07:00-23:00
ALMERÍA	NORIAS (LAS)             	LOMA DEL VIENTO,  Nº 78	D	21/12/2016 14:42	1.148	ECONORIAS	P	dm	L: 07:00-22:00
HUESCA	ALCUBIERRE               	CARRETERA A-129 KM. 41,150	D	12/12/2016 13:01	1.148	CEPSA SC SIERRA DE ALCUBIERRE	P	dm	L-D: 24H
ZARAGOZA	BELCHITE                 	CAMINO LAS LAVANDERAS, S/N	D	20/12/2016 17:55	1.148	ARENTO	P	dm	L-D: 24H
ALICANTE	TORREVIEJA               	CALLE AVILES, 4	I	19/12/2016 14:47	1.148	GASEXPRESS	P	dm	L-D: 24H
LUGO	LUGO                     	AVENIDA INFANTA ELENA, S/N	N	21/12/2016 08:10	1.149	EROSKI	P	dm	L-S: 08:00-22:15
ASTURIAS	GIJON                    	AUTOPISTA AS -2 KM. 22	N	20/12/2016 11:54	1.149	ALCAMPO	P	dm	L-D: 24H
CANTABRIA	PESUES                   	LANSAR, S/N (N-634 km 284,5)	I	20/12/2016 15:42	1.149	COMBUSCAN	P	dm	L: 06:00-23:00
BARCELONA	TERRASSA                 	AVENIDA JAIME I, 1	N	13/12/2016 10:07	1.149	PETRO VALLES	P	dm	L-D: 24H
BARCELONA	TERRASSA                 	AVENIDA BEJAR, DE, 399	N	21/12/2016 14:00	1.149	PETROCAT DIRECTE	P	dm	L-D: 24H
BARCELONA	MANLLEU                  	CARRETERA MANLLEU TORELLO KM. 1	D	19/12/2016 18:00	1.149	ESCLATOIL	P	dm	L-D: 24H
BARCELONA	HOSPITALET DE LLOBREGAT (L')	AVDA. JOSEP TARRADELLAS, 76 -	N	21/12/2016 12:10	1.149	SARAS	P	OM	L-D: 24H
BARCELONA	MALLA                    	HIPER ESCLAT. CTRA. C-17 km 55	N	19/12/2016 18:00	1.149	ESCLATOIL	P	dm	L-D: 24H
BARCELONA	VIC                      	CALLE RIPOLL, 1	N	19/12/2016 18:00	1.149	ESCLATOIL	P	dm	L-D: 24H
BARCELONA	GRANOLLERS               	CALLE JORDI CAMP (ESQ. C/SABADELL), 2	N	21/12/2016 15:00	1.149	GALP	P	OM	L-D: 24H
ALICANTE	PETRER                   	AVENIDA DEL MEDITERRANEO, 129	D	19/12/2016 09:50	1.149	LOW COST  PETRER-ELDA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALZIRA                   	ALZIRA/CARCAIXENT km 0.400	D	21/12/2016 13:04	1.149	ALZICOOP CARBURANTS	P	dm	L-D: 24H
BARCELONA	TERRASSA                 	CARRETERA CASTELLAR KM. 200	N	13/12/2016 10:06	1.149	PETRO VALLES	P	dm	L-D: 24H
BARCELONA	CERDANYOLA DEL VALLES    	CALLE SAN RAMON, 259	D	19/12/2016 18:00	1.149	ESCLATOIL	P	dm	L-D: 24H
BARCELONA	PIERA                    	Ctra Martorell - Capellades km 9,600	N	21/12/2016 15:00	1.149	GALP	P	OM	L-D: 06:00-22:00
GIRONA	CASSA DE LA SELVA        	CARRETERA C-65 KM. 16,12	N	21/12/2016 15:00	1.149	GALP	P	OM	L-D: 24H
TARRAGONA	VINYOLS I ELS ARCS       	HIPER ESCLAT. CTRA. N-340 km 1.145	N	19/12/2016 18:00	1.149	ESCLATOIL	P	dm	L-D: 24H
TARRAGONA	TORTOSA                  	CARRETERA EIX DE L'EBRE KM. S/N	N	19/12/2016 13:33	1.149	SIMPLY	P	dm	L-D: 24H
MADRID	PARLA                    	CALLE BUENAVISTA, 2	N	21/12/2016 15:00	1.149	GALP	P	OM	L-D: 24H
MADRID	MADRID                   	CALLE CARRETERA VICALVARO-RIVAS, 52	I	19/12/2016 18:15	1.149	REYDI OIL      	P	dm	L-D: 24H
MADRID	MADRID                   	CARRETERA CARRETERA VICALVARO-RIVAS KM. 3,600	D	19/12/2016 18:15	1.149	REYDI OIL	P	dm	L-D: 24H
MADRID	PARLA                    	CARRETERA PINTO-PARLA KM. 1	N	20/12/2016 14:00	1.149	SERPARLA	P	dm	L-D: 06:00-23:00
TARRAGONA	VANDELLOS                	ACCESO NORTE A VANDELLÒS (C-233 km 9,8)	I	20/12/2016 19:46	1.149	ALAS	P	dm	L-D: 07:00-13:00 y 15:00-21:00
VALENCIA / VALÈNCIA	MARINES                  	CARRETERA LLIRIA-OLOCAU, KM 6 KM. 6	D	21/12/2016 13:18	1.149	PETROMAX	P	dm	L: 06:00-22:00
VALENCIA / VALÈNCIA	ALAQUAS                  	AVENIDA BLASCO IBAÑEZ, 69	N	19/12/2016 13:20	1.149	TECNOIL 	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	CARCAIXENT               	CARRETERA ALZIRA-CARCAIXENT CV-41 KM. 1,930	N	19/12/2016 14:00	1.149	PETROPRIX	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	SAN ANTONIO DE BENAGEBER 	CARRETERA VV-6042 KM. 0,6	I	19/12/2016 15:19	1.149	PETROMAX	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	PICASSENT                	CARRETERA VP-3065 KM. 18,4	N	21/12/2016 11:00	1.149	TAMOIL	P	OM	L-D: 24H
GUADALAJARA	VIÑUELAS                 	CR CM-1002 P.K. 26,70 D	D	19/12/2016 21:05	1.149	(sin rótulo)	P	dm	L: 07:30-21:00; M-D: 07:30-21:00
BURGOS	OÑA                      	CTRA. LOGROÑO SANTANDER km 508	I	16/12/2016 14:19	1.149	AVIA	P	dm	L-V: 07:30-21:30; S-D: 08:00-21:30
LEÓN	MANZANAL DEL PUERTO      	CARRETERA N - VI KM. 351	I	20/12/2016 08:45	1.149	EASYGAS	P	dm	L-D: 24H
CÓRDOBA	CORDOBA                  	AVENIDA LONJAS, S/N	N	19/12/2016 12:00	1.149	ENERPLUS	P	dm	L-D: 24H
BADAJOZ	VALVERDE DE LEGANES      	CARRETERA BADAJOZ KM. 1	D	21/12/2016 16:00	1.149	IBERDOEX	P	dm	L-D: 07:00-22:00
BADAJOZ	VALVERDE DE LEGANES      	CTRA.BADAJOZ-VALVERDE LEGANES km 0,24	I	21/12/2016 16:00	1.149	IBERDOEX	P	dm	L-D: 07:00-22:00
SALAMANCA	SANTA MARTA DE TORMES    	CARRETERA N-501 KM14-16 KM. 14	I	21/12/2016 15:00	1.149	GALP	P	OM	L-D: 24H
SALAMANCA	SANTA MARTA DE TORMES    	CARRETERA CL-510 KM. 3,500	D	21/12/2016 15:00	1.149	GALP	P	dm	L-D: 07:00-23:00
SALAMANCA	CARBAJOSA DE LA SAGRADA  	AVENIDA CARBAJOSA, 10	N	20/12/2016 00:00	1.149	CEPSA	P	OM	L-D: 06:00-23:59
JAÉN	LINARES                  	AVDA. SAN CRISTOBAL, S/N (C.C. ALCAMPO)	N	20/12/2016 11:46	1.149	ALCAMPO	P	dm	L-D: 08:30-22:00
SEVILLA	RINCONADA (LA)           	CARRETERA SEVILLA-CAZALLA KM. 6,100	D	19/12/2016 22:06	1.149	E.S. LA CATRIA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	CAÑADA (LA)              	CALLE 29, 90	D	19/12/2016 08:27	1.149	PETROMAX 	P	dm	L-D: 06:00-22:00
BARCELONA	TERRASSA                 	CALLE RAMBLA PARE ALEGRE, S/N	N	21/12/2016 14:00	1.149	PETROCAT DIRECTE	P	dm	L-D: 24H
BARCELONA	TERRASSA	AUTOPISTA C-58 KM. 17,2	D	21/12/2016 14:00	1.149	PETROCAT DIRECTE	P	dm	L-D: 24H
BARCELONA	TERRASSA	AUTOPISTA C-58 KM. 17,2	I	21/12/2016 14:00	1.149	PETROCAT DIRECTE	P	dm	L-D: 24H
BARCELONA	VILASSAR DE MAR          	POL.IND."ELS.GARROFERS", 38	N	20/12/2016 10:58	1.149	BENZINERA  " 38 "	P	dm	L-D: 24H
CANTABRIA	CASTANEDO                	CALLE CASTANEDO-EL SOLARON, 13	D	15/12/2016 10:41	1.149	AVIA	P	dm	L-D: 07:00-22:00
SEGOVIA	FUENTESAUCO FUENTIDUEÑA  	CARRETERA FUENTESAUCO - VEGAFRIA KM. 0,6	I	19/12/2016 18:30	1.149	A.N. GLUS	P	dm	L-D: 24H
MÁLAGA	TORRE DEL MAR            	AVENIDA AVDA ANDALUCIA 100, 	D	21/12/2016 09:29	1.149	TORRE DEL MAR	P	dm	L-D: 24H
MURCIA	PALMAR O LUGAR D. JUAN   	CTRA. DE MAZARRON, KM 2 PARCELA 18 DE MERCAMURCIA.	I	19/12/2016 14:20	1.149	OMEGA SANGONERA	P	dm	L-S: 06:00-22:30
MÁLAGA	VELEZ-MALAGA             	CALLE IGNACIO ZULOAGA, 6	D	21/12/2016 09:28	1.149	DISTREAX-22, S. L.	P	dm	L-V: 07:00-21:00; S: 09:00-18:00
GRANADA	SALOBREÑA                	POLIGONO CALLE E, S/N	N	19/12/2016 18:02	1.149	ASC SAN CRISTOBAL	P	dm	L-D: 06:30-23:00
BURGOS	ARANDA DE DUERO          	ANTIGUA CTRA. N.1 km 160,3	N	21/12/2016 12:10	1.149	SARAS ENERGIA	P	OM	L-D: 24H
BARCELONA	TERRASSA                 	AVENIDA VALLES, DEL, 484	N	21/12/2016 14:00	1.149	PETROCAT DIRECTE	P	dm	L-D: 24H
GIRONA	LLAGOSTERA               	CARRER XALOC, 1	N	19/12/2016 18:00	1.149	ESCLATOIL	P	dm	L-D: 24H
SEGOVIA	CUELLAR                  	SEGOVIA km 00	I	19/12/2016 18:30	1.149	AN GLUS	P	dm	L-D: 24H
LEÓN	CABREROS DEL RIO         	POLIGONO PARCELAS 88 Y 89, S/N	N	20/12/2016 14:36	1.149	AN ENERGÉTICOS UCOGAL	P	dm	L-D: 24H
SEVILLA	MAIRENA DEL ALCOR        	CARRETERA A392 KM. 19,900	N	19/12/2016 12:00	1.149	GALP	P	dm	L: 06:00-23:00
