Provincia.string()	Municipio.string()	Dirección.string()	Margen.string()	Toma de datos.string()	Precio.double()	Rótulo.string()	Tipo venta.string()	Rem.string()	Horario.string()
MADRID	MADRID                   	CALLE TOMAS REDONDO, 10	N	21/12/2016 07:00	1.239	REPSOL	P	dm	L-D: 24H
HUESCA	HUESCA                   	AUTOVIA A-23 (MRG.DCHO.) KM. 563,9	D	20/12/2016 00:00	1.239	CEPSA	P	OM	L-D: 06:00-22:00
HUESCA	HUESCA                   	AUTOVIA A-23 (MRG.IZDO.) KM. 563,9	I	20/12/2016 00:00	1.239	CEPSA	P	OM	L-D: 06:00-22:00
MADRID	MADRID                   	AVENIDA ENSANCHE DE VALLECAS, 2	D	21/12/2016 06:00	1.239	CEPSA	P	OM	L-D: 24H
BARCELONA	PAPIOL (EL)              	CALLE MONTURIOL ESQUINA C/ FORQUES, S/N	N	21/12/2016 14:00	1.239	PETROCAT	P	dm	L-D: 06:00-22:00
ÁLAVA	VITORIA-GASTEIZ          	CALLE DEBA, 1	N	21/12/2016 12:03	1.239	BP  VITORIA	P	dm	L-D: 24H
VALENCIA / VALÈNCIA	ALFAFAR                  	CALLE RABISANCHO, 21	N	21/12/2016 15:00	1.239	GALP	P	OM	L-D: 06:00-22:00
CÁDIZ	BENALUP                  	POLIGONO P.I ZAHORÍ, 64	D	19/12/2016 08:46	1.239	E.S.BENALUP	P	dm	L-V: 06:00-22:30; S-D: 07:00-22:30
GIRONA	PALAFRUGELL              	CARRER JOAN MARAGALL, 1	N	21/12/2016 00:00	1.239	PROPERLY, S.A.	P	dm	L-D: 24H
CÁDIZ	UBRIQUE                  	CARRETERA A373 KM. 24,5	D	21/12/2016 12:48	1.239	BP	P	dm	L-D: 06:30-22:30
ALICANTE	ALICANTE/ALACANT         	AVENIDA NEPTUNO, 4	D	21/12/2016 14:00	1.239	CONFORT AUTO	P	dm	L-V: 06:00-22:00; S: 08:00-15:00
JAÉN	CAZALILLA                	CARRETERA MENGIBAR KM. S/N	D	20/12/2016 17:22	1.239	S.C.A.SAN BLAS	R	dm	L-V: 09:00-19:00; S: 09:00-14:00
BARCELONA	SANTA PERPETUA DE MOGODA 	CALLE CAN VINYALETS, 21	N	21/12/2016 14:00	1.239	SHELL	P	OM	L-D: 24H
MADRID	PERALES DE TAJUÑA        	AUTOVIA E-901/A-3 KM. 35,2	D	21/12/2016 10:00	1.239	REPSOL	P	OM	L-D: 24H
MURCIA	CHURRA                   	PARQUE EMPRESARIAL THADER, 18	I	14/12/2016 07:00	1.239	THADER	P	dm	L-D: 24H
NAVARRA	DANTXARINEA              	CARRETERA N-121 KM. 79,5	D	21/12/2016 10:00	1.239	REPSOL	P	OM	L-D: 08:00-20:00
TOLEDO	TOLEDO                   	CARRETERA CM-4000 KM. 2,650	D	21/12/2016 12:30	1.239	CEPSA	P	dm	L: 06:00-22:00
NAVARRA	URDAZUBI / URDAX         	BARRIO DANTXARINEA, 2	D	20/12/2016 00:00	1.239	CEPSA	P	OM	L-D: 08:00-20:00
MADRID	MOLAR (EL)               	AUTOVIA A-1 KM. 41	I	21/12/2016 00:00	1.239	REPSOL	P	OM	L-D: 24H
GIRONA	TORROELLA DE MONTGRI     	CARRETERA L'ESTARTIT KM. 1	I	21/12/2016 00:00	1.239	REPSOL	P	dm	L: 06:00-22:00
VALENCIA / VALÈNCIA	CASTELLÓ DE LA RIBERA    	AUTOVIA A7 KM. 855,600	D	14/12/2016 11:10	1.239	CANONCHE	P	dm	L-D: 24H
ZARAGOZA	VILLADOZ                 	AUTOVIA A 23 SOMPRT-SAGUNTO KM. 215	I	19/12/2016 10:54	1.239	BP	P	dm	L-D: 07:00-23:00
CIUDAD REAL	VALDEPEÑAS               	CARRETERA 601 KM. 0,700	N	12/12/2016 12:54	1.239	E.S LAGUNA	P	dm	L-D: 06:00-23:30
BARCELONA	MARTORELL                	CARRETERA NII KM. 586,65	D	20/12/2016 12:27	1.239	MARTORELL ENERGIA	P	dm	L-D: 05:00-22:00
ALICANTE	FINESTRAT                	AVENIDA PICASSO, 3	N	21/12/2016 10:01	1.239	REPSOL	P	dm	L-D: 24H
MADRID	GUADARRAMA               	CALLE LOS ESCORIALES, 5	N	21/12/2016 14:00	1.239	SHELL	P	OM	L-D: 24H
BARCELONA	MARTORELL                	CARRETERA NACIONAL II KM. 588	N	21/12/2016 11:13	1.239	CARREFOUR	P	dm	L-D: 24H
GUIPÚZCOA	ARRASATE/MONDRAGON       	AUTOPISTA AP-1 KM. 129	D	21/12/2016 10:00	1.239	REPSOL	P	OM	L-D: 24H
GUIPÚZCOA	APOTZAGA                 	AUTOPISTA AP-1 KM. 121,500	I	21/12/2016 00:00	1.239	REPSOL	P	OM	L-D: 24H
SEVILLA	GUILLENA                 	CALLE INGENIERIA, 1	N	21/12/2016 12:14	1.239	AGLA - E.S. EL CERRO	P	dm	L-D: 24H
MÁLAGA	MALAGA                   	CARRETERA CADIZ KM. 241	N	21/12/2016 12:10	1.239	CARREFOUR	P	dm	L-D: 24H
SEVILLA	PUEBLA DE LOS INFANTES   	CARRETERA SE-141 KM. 11,325	N	19/12/2016 09:22	1.239	AGLA	P	dm	L-S: 06:00-21:00; D: 08:00-21:00
MADRID	VENTURADA                	AUTOVIA E-5/A-1 KM. 49	D	21/12/2016 10:00	1.239	REPSOL	P	OM	L-D: 24H
MÁLAGA	CARTAMA                  	CARRETERA CARTAMA PUEBLO A ESTACION KM. 2,7	D	19/12/2016 10:03	1.239	AGLA	P	dm	L-D: 06:00-23:00
VALENCIA / VALÈNCIA	ATZENETA D'ALBAIDA       	CARRETERA CV618 KM. 1,2	D	09/12/2016 20:19	1.239	LA COSTERA	P	dm	L-S: 07:00-22:00; D: 08:00-22:00
MURCIA	CHURRA                   	AVENIDA DON JUAN DE BORBON, S/	D	14/12/2016 07:00	1.239	THADER	P	dm	L-D: 24H
MÁLAGA	BENALMADENA              	AVENIDA AGUAMARINA, S/N	N	21/12/2016 11:13	1.239	CARREFOUR	P	dm	L: 09:00-21:30
MADRID	PINTO                    	CARRETERA M-841 KM. 1	D	20/12/2016 19:53	1.239	E.S. PARQUE ÓPTIMA	P	dm	L-D: 07:00-22:00
LLEIDA	ALPICAT                  	CARRETERA A-22 KM. 0	I	21/12/2016 10:00	1.239	REPSOL	P	OM	L-D: 06:00-22:00
MURCIA	LORQUI                   	PLAZA ESPAÑA (IND.CRUCE LORQ, S/N	D	21/12/2016 17:00	1.239	EURAGASA	P	dm	L-D: 24H
BARCELONA	CANET DE MAR             	CALLE FRAGATA PAULITA, 1	N	19/12/2016 08:34	1.239	ESTACIO SERVEI MAS ROGER	P	dm	L-D: 24H
MÁLAGA	ENTRERRIOS               	AVENIDA MARE NOSTRUM, S/N	N	20/12/2016 12:24	1.239	GALP	P	dm	L-D: 24H
CÓRDOBA	PUENTE GENIL             	CARRETERA LA RAMBLA, S/N KM. "S"/"N"	N	21/12/2016 12:10	1.239	CARREFOUR	P	dm	L-D: 24H
BARCELONA	GUALBA DE BAIX           	CALLE RIERA DE GUALBA, 1	N	19/12/2016 21:37	1.239	BP GUALBA	P	dm	L-D: 24H
GRANADA	GRANADA                  	CARRETERA ANTIGUA DE MALAGA A GRANADA KM. 142	D	21/12/2016 00:00	1.239	REPSOL	P	OM	L-S: 07:00-22:00
ALMERÍA	ALMERIA                  	CALLE JORGE GUILLEN, S/N	N	21/12/2016 12:10	1.239	CARREFOUR	P	dm	L-D: 24H
GRANADA	ALBOLOTE                 	PASEO COLON, S/N	D	21/12/2016 10:00	1.239	REPSOL	P	OM	L-D: 24H
CORUÑA (A)	SANTA UXIA DE RIBEIRA	POLIGONO XARAS PARCELA, 101	D	21/12/2016 01:27	1.239	SBC	P	dm	L-D: 24H
ALICANTE	ALICANTE/ALACANT         	CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N	N	21/12/2016 12:10	1.239	CARREFOUR	P	dm	L-D: 24H
ALICANTE	BUSOT                    	CALLE EL PI, 1	I	16/12/2016 18:12	1.239	ATLANTIS EXPRESS	P	dm	L-D: 24H
BARCELONA	SANT ANTONI DE VILAMAJOR 	CALLE EUROPA, 2	N	19/12/2016 10:44	1.239	MEROIL	P	dm	L-D: 24H
SEVILLA	CALONGE	AVENIDA PRENSA (LA), 30	D	21/12/2016 17:17	1.239	PETROAMARILLA	P	dm	L-D: 24H
MÁLAGA	MALAGA                   	CALLE SAIN EXUPERY, S/N	N	21/12/2016 12:10	1.239	CARREFOUR	P	dm	L-D: 24H
MURCIA	CARTAGENA   	AVENIDA JUAN CARLOS I, 85	I	20/12/2016 23:15	1.239	BP	P	dm	L-D: 06:30-23:30
SEVILLA	SEVILLA                  	CARRETERA SEVILLA- BRENES S/N PLAN API - DMN - 04 KM. S/N	D	14/12/2016 09:50	1.239	REPSOL	P	dm	L-D: 24H
SEVILLA	SEVILLA                  	CALLE SIERRA PARQUE SIERRA CASTRIL, S/N	N	21/12/2016 12:10	1.239	CARREFOUR	P	dm	L-D: 24H
NAVARRA	TUDELA                   	POLIGONO MONTES DEL CIERZO, 67	D	14/12/2016 00:01	1.239	VALCARCE	P	dm	L-D: 24H
ALBACETE	ALBACETE	POLIGONO CAMPOLLANO, 55	N	20/12/2016 09:53	1.239	CEPSA	P	dm	L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00
ASTURIAS	CARBAYIN ALTO            	CARRETERA AS-249 KM. 8,5	I	19/12/2016 20:58	1.240	LAS PALMERAS	P	dm	L-D: 07:00-22:00
NAVARRA	ARIBE                    	CALLE SANTA MARIA, 13	D	19/12/2016 10:52	1.240	PETRONOR	P	dm	L-D: 08:00-21:00
MURCIA	ALMUDEMA (LA)            	CARRETERA CTRA. LORCA KM. 13,592	I	21/12/2016 08:46	1.240	OTROS	P	dm	L: 07:00-22:00
BALEARS (ILLES)	PALMA                    	CALLE JAUME BALMES, 44	N	21/12/2016 08:57	1.240	BALMES BALEARES	P	dm	L-D: 06:30-22:30
ALICANTE	ORBA                     	CARRETERA CV-715 KM. 21,5	I	15/12/2016 10:42	1.240	GASORBA	P	dm	L-D: 07:00-22:00
CIUDAD REAL	VILLANUEVA LOS INFANTES  	CALLE PIOXII, 93	N	13/12/2016 07:00	1.240	REPSOL	P	dm	L-D: 07:00-23:00
MÁLAGA	ALAMEDA                  	CL PLAZA. CONSTITUCION, 14	D	21/12/2016 17:45	1.240	DINERGIA	P	dm	L: 07:00-23:00
MURCIA	TORRES DE COTILLAS (LAS) 	AVENIDA LOS REYES CATOLICOS	D	19/12/2016 20:27	1.240	LOS VIENTOS	P	dm	L-D: 24H
ZARAGOZA	ATECA                    	AUTOPISTA A-2 KM. 221	D	20/12/2016 10:46	1.240	ARENTO	P	dm	L-D: 24H
MURCIA	ALEDO                    	CARRETERA C-21 KM. 0,400	I	19/12/2016 11:20	1.240	E.S. ALEDO	P	dm	L-S: 07:30-20:00
ZARAGOZA	MUNEBREGA                	CARRETERA A202 KM. 14,100	I	19/12/2016 09:03	1.240	EL PLANO	P	dm	L-S: 07:30-20:00
ASTURIAS	CARRERA (LA)             	LUGAR LA CARRERA, S/N	N	19/12/2016 21:01	1.240	LAS PALMERAS	P	dm	L-D: 24H
ALMERÍA	JUAIDA (LA)              	POLIGONO SIERRA DE CAZORLA, S7N	D	20/12/2016 22:14	1.240	SHELL	P	dm	L-D: 24H
CUENCA	MOTILLA DEL PALANCAR     	CTRA. ALBACETE, S/N (N-320 km 69)	N	13/12/2016 00:00	1.241	REPSOL	P	dm	L-D: 24H
GRANADA	ALGARINEJO               	CARRETERA N-321 KM. 21	D	19/12/2016 12:34	1.241	REPSOL	P	dm	L-S: 07:00-23:00
ÁLAVA	VITORIA-GASTEIZ          	AVENIDA MEDITERRANEO, 7	N	21/12/2016 12:20	1.241	CEPSA	P	dm	L-D: 06:00-22:00
CÁDIZ	TARIFA                   	CARRETERA C.N.340, KM 94,2 MESON PANCHO KM. 94,2	N	16/12/2016 08:38	1.241	E.S. SALADILLO	P	dm	L-D: 24H
PONTEVEDRA	CAMBADOS                 	V.G4.2 km 3.5	I	21/12/2016 15:00	1.241	SHELL	P	OM	L-D: 06:00-00:00
CASTELLÓN / CASTELLÓ	CHILCHES                 	CARRETERA N-340 KM. 950	I	19/12/2016 21:18	1.242	CEPSA	P	dm	L-D: 06:00-21:00
CÁCERES	ALCANTARA                	AVENIDA DE MERIDA, 9	D	09/12/2016 16:23	1.242	IBERDOEX	P	dm	L-S: 08:00-21:00
TARRAGONA	SEGUR DE CALAFELL        	CARRETERA C-246 "MAS MEL" SECTOR 6 KM. 4	N	21/12/2016 14:00	1.242	SHELL	P	OM	L-D: 05:00-23:00
TERUEL	VALDERROBRES             	AVENIDA CORTES DE ARAGON, 85	D	16/12/2016 13:22	1.243	CEPSA	P	dm	L-D: 07:00-22:00
MADRID	GRIÑON                   	M-404 km 17,8	I	20/12/2016 08:06	1.243	CEPSA	P	dm	L-S: 07:00-22:00; D: 08:00-21:00
HUELVA	HINOJOS                  	AVENIDA ANDALUCIA, 1	N	09/12/2016 11:23	1.243	BP OIL ESPAÑA S.A.	P	dm	L-D: 06:00-22:00
LUGO	CANDAMIL	CARRETERA CARRETERA GENERAL KM. 32,1	I	07/12/2016 00:00	1.244	REPSOL	P	OM	L-S: 07:00-23:00
NAVARRA	AURIZBERRI / ESPINAL     	CARRETERA N-135 KM. 42,4	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-V: 10:00-15:00
NAVARRA	CAPARROSO                	CARRETERA NACIONAL 121 KM. 56	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-V: 06:00-01:00; S: 06:00-22:00; D: 07:00-22:00
NAVARRA	CINTRUENIGO              	CARRETERA N-113 KM. 91,5	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 07:00-23:00
NAVARRA	ALTSASU/ALSASUA          	AVENIDA VITORIA, S/N	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 06:00-22:00
HUESCA	FRAGA                    	CR A-2, 441,4	D	21/12/2016 10:01	1.244	REPSOL	P	dm	L-D: 24H
ZARAGOZA	AZUARA                   	CARRETERA A1506 KM. 59	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-S: 08:00-13:30 y 15:00-21:00; D: 09:00-13:30 y 15:00-20:00
ZARAGOZA	CARIÑENA                 	CARRETERA N-330 KM. 449,6	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 06:00-22:00
ZARAGOZA	GALLUR                   	CARRETERA N-232 KM. 286	D	21/12/2016 12:21	1.244	AVIA	P	dm	L-D: 24H
ZARAGOZA	GALLUR                   	CARRETERA N-232 KM. 286	I	21/12/2016 12:22	1.244	AVIA	P	dm	L-D: 24H
ZARAGOZA	TARAZONA                 	AVENIDA TERESA CAJAL, 22	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 06:00-00:00
ZARAGOZA	ALBERITE DE SAN JUAN     	A-121 km 2	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-V: 07:00-22:00; S: 09:00-14:00
ZARAGOZA	ZARAGOZA                 	POLIGONO INDUSTRIAL MERCAZARAGOZA-CTRA COGULLADA S/N (A-2 KM 351), 1	I	21/12/2016 06:00	1.244	CEPSA	P	OM	L-D: 24H
ZARAGOZA	ZARAGOZA                 	CALLE POETA MARIA ZAMBRANO, 2	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 07:00-23:00
ZARAGOZA	CARTUJA BAJA             	CARRETERA N-232 KM. 229,2	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-V: 06:00-21:00; S: 08:00-13:00
ZARAGOZA	UTEBO                    	CARRETERA N-232A KM. 250,9	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-S: 06:00-22:00; D: 07:00-22:00
BARCELONA	SANT CUGAT DEL VALLES    	RONDA NORD, 30	N	21/12/2016 00:00	1.244	BP GRIFUL RONDA NORD	P	OM	L-D: 06:00-22:00
BARCELONA	SANTA PERPETUA DE MOGODA 	AVENIDA MOSSÈN JACINT VERDAGUER, 1	N	19/12/2016 14:26	1.244	BP	P	dm	L-D: 24H
TARRAGONA	SELVA DEL CAMP (LA)      	CARRETERA SALOU PONS KM. 18,8	I	09/12/2016 14:39	1.244	CEPSA	P	dm	L-D: 06:00-22:00
VALENCIA / VALÈNCIA	LOS ISIDROS              	AVENIDA ALBACETE, 52	I	10/12/2016 12:52	1.244	CEPSA	P	dm	L-D: 07:00-22:00
MURCIA	CARTAGENA                	CALLE SEBASTIAN FERINGAN, S/N	D	19/12/2016 13:33	1.244	SHELL	P	dm	L-D: 24H
MADRID	MADRID                   	AVENIDA SAN LUIS, 75	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 24H
CIUDAD REAL	AGUDO                    	CR N-502, 32,8	I	20/12/2016 12:07	1.244	PETRONOR	P	dm	L-S: 07:00-20:00; D: 08:00-18:00
JAÉN	JAEN                     	CARRETERA TORREQUEBRADILLA KM. S/N	N	21/12/2016 15:00	1.244	SHELL	P	OM	L: 06:00-00:00
CORUÑA (A)	MALPICA                  	CARRETERA AC-414 KM. 2	I	19/12/2016 13:08	1.244	CERQUEDA SL	P	dm	L-V: 06:15-23:00; S: 07:00-00:00; D: 07:00-23:00
VALENCIA / VALÈNCIA	MASSALFASSAR             	CARRETERA GOMBALDA KM. S/N	N	21/12/2016 14:00	1.244	SHELL	P	OM	L-D: 05:00-23:00
ZARAGOZA	PEDROLA                  	CARRETERA N-232 KM. 271,200	I	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 24H
ZARAGOZA	PEDROLA                  	CARRETERA N-232 KM. 271,200	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 24H
MURCIA	ESPINARDO	C.N. 301 MADRID-CARTAGENA km 389,688	I	21/12/2016 10:16	1.244	BP OMEGA ESPINARDO	P	dm	L-V: 06:30-22:15; S: 07:15-22:15; D: 07:30-21:45
ALICANTE	JALON                    	AVDA. GENERALITAT VALENCIANA, 4	D	14/12/2016 08:49	1.244	A.ESTELA	P	dm	L-D: 07:00-22:00
NAVARRA	NOAIN                    	CALLE REAL, 66	D	21/12/2016 00:00	1.244	CEPSA	P	OM	L-D: 05:30-23:30
HUELVA	HUELVA                   	CALLE ISAAC ALBENIZ, 2	D	21/12/2016 09:40	1.244	GAS AUTO	A	dm	L-S: 08:00-20:00
CORUÑA (A)	CORISTANCO	CARRETERA LA CORUÑA-FINISTERRE KM. 38,50	I	19/12/2016 17:17	1.245	REPSOL	P	dm	L-V: 06:00-23:30; S-D: 07:00-23:15
HUESCA	HUESCA                   	CARRETERA A-23 KM. 573,8	I	21/12/2016 00:00	1.245	REPSOL	P	OM	L-D: 06:00-22:00
TERUEL	MONROYO                  	CR N-232, 93,6	I	21/12/2016 00:10	1.245	REPSOL	P	dm	L-S: 08:00-21:00; D: 10:00-21:00
ZARAGOZA	ALAGON                   	CALLE CARRERA DE CABALLOS, 74	D	21/12/2016 00:00	1.245	REPSOL	P	OM	L-S: 08:00-20:00; D: 08:00-14:00
ZARAGOZA	TAUSTE                   	AVENIDA CONSTITUCION, SN	I	21/12/2016 00:00	1.245	REPSOL	P	OM	L-D: 06:00-22:00
ZARAGOZA	REMOLINOS                	CARRETERA ALAGON TUDELA KM. 9,700	I	21/12/2016 00:00	1.245	REPSOL	P	OM	L-D: 06:00-22:00
GIRONA	RIUDARENES               	CARRETERA GI-555 KM. 7	I	20/12/2016 13:57	1.245	PETRONOR	P	dm	L-V: 07:00-21:00; S: 08:00-21:00
BARCELONA	IGUALADA                 	AVINGUDA MESTRE MUNTANER, 	N	14/12/2016 21:23	1.245	MEROIL, S.L.	P	dm	L-D: 06:00-23:00
BARCELONA	MONTGAT                  	CALLE RAMON Y CAJAL, S/N	N	21/12/2016 10:45	1.245	BP MONTGAT	P	dm	L-D: 24H
LLEIDA	TREMP                    	CARRETERA C-13 KM. 86,30	I	19/12/2016 06:00	1.245	REPSOL	P	dm	L-D: 24H
TOLEDO	MIGUEL ESTEBAN           	CARRETERA QUINTANAR-ALCAZAR KM. 7600	N	19/12/2016 19:50	1.245	GALP	P	dm	L-D: 24H
TOLEDO	CAMARENA                 	CALLE REAL, 92	I	19/12/2016 22:15	1.245	AGUDO GASOLEOS	P	dm	L-D: 24H
BADAJOZ	HIGUERA DE VARGAS        	CARRETERA HIGUERA DE VARGAS A EX-112 KM. 0,385	I	20/12/2016 18:07	1.245	REPSOL	P	dm	L-S: 06:30-22:00; D: 08:00-14:00
MÁLAGA	CAMPILLOS                	CARRETERA JEREZ CARTAGENA KM. 136	N	21/12/2016 10:17	1.245	BP	P	dm	L-D: 06:00-23:00
SEVILLA	SANLUCAR LA MAYOR        	CALLE CRISTOBAL COLON, 49	D	20/12/2016 11:05	1.245	CAMPSA	P	dm	L-D: 24H
CORUÑA (A)	CURTIS                   	CARRERA NACIONAL 634 PK 666+580, 8	D	19/12/2016 09:38	1.245	VALCARCE - E.S. TISCO	P	dm	L-D: 07:00-23:00
ASTURIAS	CORTINA                  	CARRETERA FIGAREDO TURON KM. 1,6	D	19/12/2016 11:11	1.245	SHELL	P	dm	L-D: 06:30-23:00
ZARAGOZA	ILLUECA                  	CTRA. A-1503, P.K. 22,800 (A-1503-CIRCUNVALACION km 22.800)	I	15/12/2016 14:03	1.245	D P S	P	dm	L-D: 07:00-23:00
MURCIA	LORCA	VEREDA LA CASILLA, S/N	D	19/12/2016 10:37	1.245	SUMINISTROS LA CASILLA S.L.	P	dm	L-D: 06:00-00:00
MADRID	ALCOBENDAS               	AVENIDA EUROPA (C.C. LA MORALEJA), 13/15	I	21/12/2016 00:00	1.245	CEPSA	P	OM	L-D: 07:00-23:00
ALICANTE	SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG	CALLE LA HUERTA, 11	D	21/12/2016 14:30	1.245	SHELL	P	OM	L-D: 06:30-22:30
VALENCIA / VALÈNCIA	VALENCIA                 	AVENIDA PUERTO DEL, 263	I	20/12/2016 12:54	1.245	BP	P	dm	L-D: 06:00-23:00
MADRID	ALDEA DEL FRESNO         	CARRETERA M-507 KM. 16,8	I	21/12/2016 00:00	1.246	CEPSA	P	OM	L-D: 07:00-23:00
NAVARRA	GAZOLAZ                  	AUTOVIA A-12 KM. 7,3	D	21/12/2016 00:00	1.246	CEPSA	P	OM	L-D: 06:30-22:30
NAVARRA	GAZOLAZ                  	AUTOVIA A-12 KM. 7,3	I	21/12/2016 00:00	1.246	CEPSA	P	OM	L-V: 06:30-14:30
NAVARRA	BARAÑAIN                 	RONDA DE BARAÑAIN, 2	D	21/12/2016 00:00	1.246	CEPSA	P	OM	L-S: 06:00-23:00; D: 07:00-23:00
NAVARRA	NOAIN                    	N-240 km 378	I	21/12/2016 00:00	1.246	CEPSA	P	OM	L-S: 06:30-22:30; D: 07:00-03:00
TERUEL	TERUEL                   	CR N-420, 582,2	D	21/12/2016 10:20	1.246	REPSOL	P	dm	L-D: 07:00-23:00
ZARAGOZA	MOVERA                   	CARRETERA N-II A KM. 329,647	D	21/12/2016 00:00	1.246	CEPSA	P	OM	L-V: 05:30-22:00; S: 07:00-21:00; D: 08:00-20:30
MADRID	HOYO DE MANZANARES       	CALLE AMADEO VIVES, 2	N	21/12/2016 00:00	1.246	CEPSA	P	OM	L-D: 07:00-23:00
MADRID	VILLA DEL PRADO          	CARRETERA M-507 KM. 27,5	I	21/12/2016 00:00	1.246	CEPSA	P	OM	L-D: 07:00-23:00
CUENCA	CARRASCOSA DEL CAMPO     	CARRETERA N-400 KM. 124,7	I	19/12/2016 11:10	1.246	REPSOL	P	dm	L-D: 07:00-21:00
HUELVA	SAN BARTOLOME DE LA TORRE	A-495  (AVDA PORTUGAL) km 13	N	21/12/2016 12:10	1.246	SARAS	P	OM	L-D: 06:00-22:00
GRANADA	ALBOLOTE                 	A-92 km 239,000	D	17/12/2016 09:30	1.246	GALP	P	dm	L-D: 24H
GRANADA	ALBOLOTE                 	A-92 km 239,000	I	17/12/2016 09:33	1.246	GALP	P	dm	L-D: 24H
MÁLAGA	TORREMOLINOS             	AVENIDA MANUEL FRAGA IRIBARNE, 10	D	21/12/2016 00:00	1.246	CEPSA	P	OM	L-D: 07:00-23:59
SEVILLA	ESTEPA                   	AUTOVIA A 92 km 113.700	I	21/12/2016 15:00	1.246	SHELL	P	OM	L-D: 06:00-00:00
MADRID	MADRID                   	PASEO MORET, 7	I	21/12/2016 00:00	1.246	CEPSA	P	OM	L-V: 07:00-22:00; S: 07:00-21:00
NAVARRA	PAMPLONA/IRUÑA           	AVENIDA GUIPUZCOA, 1	I	21/12/2016 06:00	1.246	CEPSA	P	OM	L-D: 24H
ZARAGOZA	FUENTES DE EBRO          	PASEO JUSTICIA (DEL), 1	I	20/12/2016 08:55	1.247	REPSOL	P	dm	L-D: 05:30-23:30
ZARAGOZA	ZARAGOZA                 	CARRETERA CTRA.LOGROÑO 42 KM. 243,420	D	21/12/2016 11:01	1.247	ES MIRALBUENO CEPSA	P	dm	L-D: 24H
BARCELONA	IGUALADA                 	AVENIDA EUROPA, 26	D	20/12/2016 09:42	1.247	REPSOL	P	dm	L-D: 07:00-22:00
MURCIA	CAÑADA HERMOSA           	AUTOVIA AUTOVIA DEL NOROESTE KM. 8	D	21/12/2016 06:00	1.247	REPSOL	P	dm	L: 06:00-22:00
MURCIA	CAÑADA HERMOSA           	AUTOVIA AUTOVIA DEL NOROESTE KM. 8	I	21/12/2016 06:00	1.247	REPSOL	P	dm	L-D: 24H
BARCELONA	IGUALADA                 	AVENIDA MESTRE MUNTAMER, 56	D	21/12/2016 10:43	1.247	CAMPSA	P	dm	L-D: 24H
CASTELLÓN / CASTELLÓ	VILLARREAL               	CARRETERA ONDA NUMERO 11 KM. 0	N	19/12/2016 11:37	1.247	F.A.	P	dm	L-D: 07:00-22:00
TOLEDO	TOLEDO                   	AVENIDA MADRID, 41	D	20/12/2016 00:00	1.247	REPSOL	P	dm	L-D: 24H
SEVILLA	GELVES                   	CTRA.AUTOVIA SEVILLA - CORIA km 6	I	21/12/2016 14:00	1.247	SHELL	P	OM	L-D: 24H
VALENCIA / VALÈNCIA	BENIPARRELL              	CARRETERA V: 302 KM. 233,84	D	21/12/2016 14:00	1.247	SHELL	P	OM	L-D: 05:00-23:00
BARCELONA	BRUC (EL)                	AUTOVIA A-2 KM. 567	I	20/12/2016 00:05	1.247	REPSOL	P	dm	L-D: 24H
BARCELONA	BRUC (EL)                	CARRETERA A-2 KM. 567	D	20/12/2016 00:05	1.247	REPSOL	P	dm	L-D: 24H
OURENSE	CARTELLE	OUTOMURO (OR 404 km 14,2)	I	19/12/2016 12:37	1.248	(SIN RÓTULO)	P	dm	L-D: 7:00-23:00
CORUÑA (A)	SOBRADO                  	CALLE AMILLADOIRO-PORTA S/N, S/N	D	19/12/2016 11:30	1.248	CEPSA	P	dm	L-D: 07:00-23:00
PONTEVEDRA	VILAGARCIA               	AVDA. PONTEVEDRA 69	N	16/12/2016 12:33	1.248	SARAS	P	dm	L-J: 07:00-23:00; V-S: 07:00-23:59; D: 08:00-23:00
PONTEVEDRA	POIO DE ARRIBA           	AV. DOMINGO FONTAN LOCAL 4 2	N	19/12/2016 21:30	1.248	SARAS	P	dm	L-D: 07:00-23:00
HUESCA	CASTEJON DEL PUENTE      	N-240 km 149,5	D	19/12/2016 21:16	1.248	CEPSA-E.S.JAIME I	P	dm	L-D: 24H
ZARAGOZA	ZARAGOZA                 	AVENIDA VALENCIA, 20	D	19/12/2016 00:02	1.248	REPSOL	P	dm	L-D: 24H
ZARAGOZA	ZARAGOZA                 	RONDA OLIVER, S/N	I	19/12/2016 00:01	1.248	REPSOL	P	dm	L-D: 06:00-23:00
